1,adv_deflector_shields,Equipment Certification Level: 7
175,shield_effectiveness_intensifier_mk2,"This is a component used in the manufacture of starfighter weapons.  It increases a weapon's effectiveness against shields, but decreases its effectiveness against armor plating."
176,shield_effectiveness_intensifier_mk3,"This is a component used in the manufacture of starfighter weapons.  It increases a weapon's effectiveness against shields, but decreases its effectiveness against armor plating."
177,shield_effectiveness_intensifier_mk4,"This is a component used in the manufacture of starfighter weapons.  It increases a weapon's effectiveness against shields, but decreases its effectiveness against armor plating."
178,shield_effectiveness_intensifier_mk5,"This is a component used in the manufacture of starfighter weapons.  It increases a weapon's effectiveness against shields, but decreases its effectiveness against armor plating."
179,shield_energy_saver_kit_mk1,"This is a component used in the manufacture of starfighter shield generators.  An energy saver kit decreases the energy maintenance of the generator, but also decreases the shield effectiveness."
180,shield_energy_saver_kit_mk2,"This is a component used in the manufacture of starfighter shield generators.  An energy saver kit decreases the energy maintenance of the generator, but also decreases the shield effectiveness."
181,shield_energy_saver_kit_mk3,"This is a component used in the manufacture of starfighter shield generators.  An energy saver kit decreases the energy maintenance of the generator, but also decreases the shield effectiveness."
182,shield_energy_saver_kit_mk4,"This is a component used in the manufacture of starfighter shield generators.  An energy saver kit decreases the energy maintenance of the generator, but also decreases the shield effectiveness."
183,shield_energy_saver_kit_mk5,"This is a component used in the manufacture of starfighter shield generators.  An energy saver kit decreases the energy maintenance of the generator, but also decreases the shield effectiveness."
184,shield_intensifier_mk1,"This is a component used in the manufacture of starfighter shield generators.  An intensifier increases the shield effectiveness, but also increases the energy maintenance."
185,shield_intensifier_mk2,"This is a component used in the manufacture of starfighter shield generators.  An intensifier increases the shield effectiveness, but also increases the energy maintenance."
186,shield_intensifier_mk3,"This is a component used in the manufacture of starfighter shield generators.  An intensifier increases the shield effectiveness, but also increases the energy maintenance."
187,shield_intensifier_mk4,"This is a component used in the manufacture of starfighter shield generators.  An intensifier increases the shield effectiveness, but also increases the energy maintenance."
188,shield_intensifier_mk5,"This is a component used in the manufacture of starfighter shield generators.  An intensifier increases the shield effectiveness, but also increases the energy maintenance."
189,shield_limiter_mk1,"This is a component used in the manufacture of starfighter shield generators.  A limiter decreases the effectiveness of the generator, but increases the recharge rate of the shields."
190,shield_limiter_mk2,"This is a component used in the manufacture of starfighter shield generators.  A limiter decreases the effectiveness of the generator, but increases the recharge rate of the shields."
191,shield_limiter_mk3,"This is a component used in the manufacture of starfighter shield generators.  A limiter decreases the effectiveness of the generator, but increases the recharge rate of the shields."
192,shield_limiter_mk4,"This is a component used in the manufacture of starfighter shield generators.  A limiter decreases the effectiveness of the generator, but increases the recharge rate of the shields."
193,shield_limiter_mk5,"This is a component used in the manufacture of starfighter shield generators.  A limiter decreases the effectiveness of the generator, but increases the recharge rate of the shields."
194,shield_overcharger_mk1,"This is a component used in the manufacture of starfighter shield generators.  An overcharger increases the effectiveness of shields, but decreases the recharge rate."
195,shield_overcharger_mk2,"This is a component used in the manufacture of starfighter shield generators.  An overcharger increases the effectiveness of shields, but decreases the recharge rate."
196,shield_overcharger_mk3,"This is a component used in the manufacture of starfighter shield generators.  An overcharger increases the effectiveness of shields, but decreases the recharge rate."
197,shield_overcharger_mk4,"This is a component used in the manufacture of starfighter shield generators.  An overcharger increases the effectiveness of shields, but decreases the recharge rate."
198,shield_overcharger_mk5,"This is a component used in the manufacture of starfighter shield generators.  An overcharger increases the effectiveness of shields, but decreases the recharge rate."
199,ship_deed,"A deed for a completed starship chassis.  If the owner of this deed does not currently own a ship, this can be unpacked into a working starship chassis."
200,speed_limiter_upgrade_mk1,"This is a component used in the manufacture of starfighter weapons.  A limiter decreases the firing rate of a weapon, but also decreases the capacitor energy required per shot."
201,speed_limiter_upgrade_mk2,"This is a component used in the manufacture of starfighter weapons.  A limiter decreases the firing rate of a weapon, but also decreases the capacitor energy required per shot."
202,speed_limiter_upgrade_mk3,"This is a component used in the manufacture of starfighter weapons.  A limiter decreases the firing rate of a weapon, but also decreases the capacitor energy required per shot."
203,speed_limiter_upgrade_mk4,"This is a component used in the manufacture of starfighter weapons.  A limiter decreases the firing rate of a weapon, but also decreases the capacitor energy required per shot."
204,speed_limiter_upgrade_mk5,"This is a component used in the manufacture of starfighter weapons.  A limiter decreases the firing rate of a weapon, but also decreases the capacitor energy required per shot."
205,standard_capacitor_battery,A standard grade starship weapon capacitor battery.
206,standard_fuel_ignition,A standard booster fuel ignition system.  A component used in the production of starship boosters.
207,standard_fusion_core,A standard fusion core.  A well built fusion core affects the generation rate of a reactor.
208,standard_power_distributor,"As one might expect from the name, this system distributes energy generated by the reactor to the components in a ship that require it.  "
209,standard_projector_unit,A standard projector unit.  This is the system that projects the generated shields to the parts of the ship that require it.
210,standard_recharge_module,A standard grade recharge module for a starship weapon capacitor.
211,std_exhaust,A standard exhaust system for a starfighter engine.  A well built exhaust system can significantly affect engine performance.
212,std_fuel_regulation,"An advanced fuel regulation system for a starfighter engine.  The regulation system affects the fuel mixture burned by the sublight drives, so a well built system will positively affect engine performance."
213,texture_kit_s01,This kit can change the paint style of a starfighter.

RESTRICTIONS:  Imperial ships may not be re-textured.
214,texture_kit_s02,This kit can change the paint style of a starfighter.

RESTRICTIONS:  Imperial ships may not be re-textured.
215,texture_kit_s03,This kit can change the paint style of a starfighter.

RESTRICTIONS:  Imperial ships may not be re-textured.
216,texture_kit_s04,This kit can change the paint style of a starfighter.

RESTRICTIONS:  Imperial ships may not be re-textured.
217,texture_kit_s05,This kit can change the paint style of a starfighter.

RESTRICTIONS:  Imperial ships may not be re-textured.
218,texture_kit_s06,This kit can change the paint style of a starfighter.

RESTRICTIONS:  Imperial ships may not be re-textured.
219,tie_fighter_body,A body segment for a TIE style fighter.  This is a required component on all TIE variants.
220,tie_in_chassis_token,"Sienar Fleet Systems TIE/ln Space Superiority Starfighter 
From the beginning of the Galactic Civil War, the Emperor has stressed that the conflict will be a war of attrition. Nowhere is that philosophy more evident than in the design and tactics of the staple starfighter of the Imperial Navy, the TIE fighter. TIE fighters are meant to overwhelm enemy forces in huge numbers and have therefore been designed for speed and affordability rather than resilience. The TIE fighter is built around twin ion engine technology and is among the fastest and most maneuverable craft in the galaxy. The TIE fighter can outrun most Alliance vehicles. And while the TIE fighter's standard laser cannons are not very powerful on their own, when dozens of TIE fighters attack simultaneously, they can demolish anything in their path.

The TIE/ln is the direct result of the continual evolution of the TIE fighter design. Revisions in the design brought on by analysis of engagements in which the TIE fighter participated have directed the implementation of little changes to the design which have reached their current level of development in the TIE/ln. This improved TIE can carry a slightly heavier load of weaponry and avionics. The only externally visible difference between the TIE/ln and the TIE is that the newer revision is a slightly darker color.
"
221,tie_light_duty_chassis_token,"Sienar Fleet Systems TIE Space Superiority Starfighter 
From the beginning of the Galactic Civil War, the Emperor has stressed that the conflict will be a war of attrition. Nowhere is that philosophy more evident than in the design and tactics of the staple starfighter of the Imperial Navy, the TIE fighter. TIE fighters are meant to overwhelm enemy forces in huge numbers and have therefore been designed for speed and affordability rather than resilience. The TIE fighter is built around twin ion engine technology and is among the fastest and most maneuverable craft in the galaxy. The TIE fighter can outrun most Alliance vehicles. And while the TIE fighter's standard laser cannons are not very powerful on their own, when dozens of TIE fighters attack simultaneously, they can demolish anything in their path.

The TIE Light Duty is a slighty less powerful version of the TIE fighter. It is used to allow new pilots to get used to the unique nature of flight combat operations in space, without using up more expensive higher-end vessels. TIE Light Duty's are either high-mileage units that are pulled off the line and rebuilt, or are new hulls fitted out with salvaged and refurbished parts. In addition to using lesser-rated parts in the construction of the TIE Light Duty, limiters are placed on the power generation and other systems in an effort to both keep the trainee pilot out of trouble, and prevent over-stressing the weaker equipment.
"
222,tieadvanced_chassis_token,"Sienar Fleet Systems TIE Advanced x1 Prototype 
The TIE Advanced is the prototype TIE fighter flown by Darth Vader at the Battle of Yavin. An experimental craft combining TIE fighter technology with more conventional starfighter components, like a hyperdrive and deflector shield generators, the TIE Advanced eventually became the template for the incredibly efficient TIE interceptor. As in all TIE starfighters, the prototype's propulsion system revolves around twin ion engines, although its solar ionization reactor is much more powerful than those on standard TIE fighters. Despite the improved power supply, Vader's TIE proved only slightly faster than the previous TIE models due to inefficient shield generators, which consumed a great deal of power, and the increased mass created by the addition of heavy armor plating. With Darth Vader at the controls, the TIE Advanced is a devastating starfighter. While piloting the prototype, Vader very nearly thwarted the Rebel Alliance's attempt to destroy the Death Star. Only the last-minute arrival of Han Solo and the Millennium Falcon prevented the Sith Lord from firing on Luke Skywalker's X-wing. After being clipped by the Falcon's quad laser cannons, the prototype spun into space. Vader eventually regained of control of the craft and fled to the nearest Imperial facility. The prototype has been repaired and remains one of Vader's most prized possessions. "
223,tieaggressor_chassis_token,"SANTHE/SIENAR Technologies TIE Aggressor
The TIE Aggressor is a heavy fighter-bomber multi-role craft that was developed prior to the destruction of the first Death Star and as a direct response to a perceived growth in the amount of heavy shipping aligned with the Rebel Alliance. Its most obvious design feature is an anti-fighter defensive turret mounted on the aft dorsal surface of the fuselage, and a heavier than normal forward-firing laser cannon battery. 
The TIE Aggressor is neither fighter nor bomber, but rather something in between. It's a favorite with the more free-spirited pilots of the Imperial fighter cadre who enjoy longer missions away from base where they can be apart from the larger formations normally associated with an Imperial raid on Rebellion re-supply shipping.

The TIE Aggressor can accomodate a second person in the gunner position.  You must launch while grouped with a friend to take advantage of this feature."
224,tiebomber_chassis_token,"Sienar Fleet Systems TIE Bomber 
Of all the TIE fighter variants produced by Sienar Fleet Systems for the Galactic Empire, the TIE bomber is one of the most effective. The heavy assault ship, designed for strategic strikes against surface and deep space targets, is one of the most heavily-armed starships in the Imperial fleet. TIE bombers utilize the distinctive bent wings found on the TIE Advanced prototype. These solar array panels frame a rounded TIE cockpit and a large ordnance pod that can be configured to carry a wide array of destructive weapons. While not nearly as fast or agile as the original TIE fighter, TIE bombers are much more destructive. A single TIE bomber's payload can include a volatile combination of torpedoes, missiles, and other explosives. TIE bombers are deployed against space stations, orbital docking platforms, and orbital facilities, but they are especially effective against capital ships. After standard TIE fighters weaken the target's defenses, the bombers swoop in to disable vital areas such as the shield generators and engines."
225,tiefighter_chassis_token,"Sienar Fleet Systems TIE/Ln Space Superiority Starfighter 
From the beginning of the Galactic Civil War, the Emperor has stressed that the conflict will be a war of attrition. Nowhere is that philosophy more evident than in the design and tactics of the staple starfighter of the Imperial Navy, the TIE fighter. TIE fighters are meant to overwhelm enemy forces in huge numbers and have therefore been designed for speed and affordability rather than resilience. The TIE fighter is built around twin ion engine technology and is among the fastest and most maneuverable craft in the galaxy. The TIE fighter can outrun most Alliance vehicles. And while the TIE fighter's standard laser cannons are not very powerful on their own, when dozens of TIE fighters attack simultaneously, they can demolish anything in their path."
226,tieinterceptor_chassis_token,"Sienar Fleet Systems TIE Interceptor 
The TIE interceptor is a direct response to the Rebel Alliance's development of faster and more dangerous starfighters. Hoping to develop a vehicle that could compete with the A-wing in both speed and maneuverability, Sienar Fleet Systems has invested huge sums into improving upon the standard TIE fighter's existing twin ion engines. The resulting ion stream projectors allow TIE interceptors to execute tight turns and rolls not possible in most other starfighters. This complex engine system makes the TIE interceptor one of the fastest starfighter in the Imperial fleet, and it outperforms nearly every starfighter in the galaxy during dogfights. The TIE interceptor's bent wings, an element lifted directly from the TIE Advanced prototype, give the starfighter a smaller profile and increased power."
227,tieoppressor_chassis_token,"Sienar Fleet Systems TIE Oppressor Strike Starfighter
A recent development, the TIE Oppressor is being deployed in limited numbers among selected units of the Imperial starfighter cadre elite. It is an attempt to build a variant of the standard TIE hull that can carry heavy weapon payloads with sufficient armor and shielding to allow the ship to operate in the vanguard of an Imperial assault force. It also has enough solar array surface to assist in generation of the energy needed to power it all. All of the offensive and defensive equipment packed into the Oppressor comes at the cost of space for engine installations. Although most Imperial fighters are designed to have superior maneuverability, this is a trait in which the TIE Oppressor is rated by most of its pilots as merely average. This lack of dizzying maneuverability is a result of the Oppressor mounting the same basic engine arrangement as seen on earlier TIE starfighter types, but with its thrust being sapped by much heavier and more solid spaceframe. In return for the deficits in combat maneuvering capability, the Oppressor carries one of the most potent offensive and defensive packages fielded in any Imperial starfighter spaceframe. 

Only the most veteran Imperial TIE pilots are being allowed to participate in the Oppressor flight test program as only these personnel are deemed to have the tactical know-how to properly employ the ship as well as the loyalty to be trusted with such as expensive flight article. Although currently serving in the fleet as part of a 'Limited Fielding Test Initiative' and considered a minor trial program by the Imperial Navy, the actual numbers of fighters being fielded would make most Alliance officers wince.
"
228,upgraded_retro_thrusters_mk1,"This is a component used in the manufacture of starfighter engines.  These retro-thrusters increase the deceleration ability of the ship, but they adversely affect the mass of the ship."
229,upgraded_retro_thrusters_mk2,"This is a component used in the manufacture of starfighter engines.  These retro-thrusters increase the deceleration ability of the ship, but they adversely affect the mass of the ship."
230,upgraded_retro_thrusters_mk3,"This is a component used in the manufacture of starfighter engines.  These retro-thrusters increase the deceleration ability of the ship, but they adversely affect the mass of the ship."
231,upgraded_retro_thrusters_mk4,"This is a component used in the manufacture of starfighter engines.  These retro-thrusters increase the deceleration ability of the ship, but they adversely affect the mass of the ship."
232,upgraded_retro_thrusters_mk5,"This is a component used in the manufacture of starfighter engines.  These retro-thrusters increase the deceleration ability of the ship, but they adversely affect the mass of the ship."
233,weapon_basic_launcher,A standard wing mounted missile launcher.  Equip a missile pack into this launcher to make it operational.
234,weapon_basic_missile_pack,A standard pack of homing missiles designed for a standard wing mounted missile launcher.
235,weapon_chaff_launcher,A chaff launcher used to deter incoming missiles.
236,weapon_chaff_pack,Ammo pack for a chaff launcher.
237,weapon_confuser_launcher,An IFF Confuser launcher used to deter incoming missiles. Launches a small device that makes enemy missiles think they are headed toward a friendly target. More effective than Micro-Chaff.
238,weapon_confuser_pack,Ammo pack for a IFF Confuser launcher.
239,weapon_decoy_launcher,A sensor decoy system used to deter incoming missiles.
240,weapon_decoy_pack,Ammo pack for a sensor decoy launcher.
241,weapon_em_launcher,An EM Emitter launcher used to deter incoming missiles. It creates a small electromagnetic field that disrupts missile subsystems. Highly effective.
242,weapon_em_pack,An ammo pack for an EM Emitter launcher.
243,weapon_microchaff_launcher,A Micro-Chaff launcher used to deter incoming missiles. More effective than standard chaff or a sensor decoy.
244,weapon_microchaff_pack,Ammo pack for a Micro-Chaff launcher.
245,wpn_advanced_blaster,"Equipment Certification Level: 7

An advanced starship blaster.  Blasters are effective in disabling shield projectors and generators, but are also effective against armor plating on most starships."
246,wpn_advanced_disruptor,"Equipment Certification Level: 7

An advanced starship disruptor.  Disruptor guns are most effective against armor plating and weaves on starships, and least effective against shield projectors and generators."
247,wpn_advanced_ioncannon,"Equipment Certification Level: 7

An advanced ion cannon.  Ion cannons are effective at disabling the shield projectors and generators on starships, but lack strength when trying to penetrate heavy armor plating."
248,wpn_concussion_missile,"A pack of anti-shield concussion missiles. These missiles explode just before impact with the target. The concussion blast rapidly expands across a large surface area, stressing shield generators. The missile is very effective against shields, but has no armor penetration."
249,wpn_concussion_missile_mk1,A pack of concussion missiles.  These can be loaded into a missile launcher by dragging them onto the launcher.
250,wpn_concussion_missile_mk2,A pack of concussion missiles.  These can be loaded into a missile launcher by dragging them onto the launcher.
251,wpn_experimental_blaster,"Equipment Certification Level: 9

An experimental starship blaster.  Blasters are effective in disabling shield projectors and generators, but are also effective against armor plating on most starships."
252,wpn_experimental_disruptor,"Equipment Certification Level: 9

An experimental starship disruptor.  Disruptor guns are most effective against armor plating and weaves on starships, and least effective against shield projectors and generators."
253,wpn_experimental_ioncannon,"Equipment Certification Level: 9

An experimental ion cannon.  Ion cannons are effective at disabling the shield projectors and generators on starships, but lack strength when trying to penetrate heavy armor plating."
254,wpn_heavy_blaster,"Equipment Certification Level: 5

A heavy starship blaster.  Blasters are effective in disabling shield projectors and generators, but are also effective against armor plating on most starships."
255,wpn_heavy_disruptor,"Equipment Certification Level: 5

A heavy starship disruptor.  Disruptor guns are most effective against armor plating and weaves on starships, and least effective against shield projectors and generators."
256,wpn_heavy_ioncannon,"Equipment Certification Level: 5

A heavy ion cannon.  Ion cannons are effective at disabling the shield projectors and generators on starships, but lack strength when trying to penetrate heavy armor plating."
257,wpn_imagerec_missile,A pack of sophisticated Image-Rec missiles. These missiles have an advanced target identification and tracking computer loaded on board. Image-Rec missiles are able to track longer and avoid standard countermeasures. The missile is moderately effective against shields and armor.
258,wpn_imagerec_missile_mk1,A pack of image-rec missiles.  These can be loaded into a missile launcher by dragging them onto the launcher.
259,wpn_imagerec_missile_mk2,A pack of image-rec missiles.  These can be loaded into a missile launcher by dragging them onto the launcher.
260,wpn_launcher_concussion,This missile launcher accepts concussion missiles.
261,wpn_launcher_concussion_mk1,Equipment Certification Level: 2

This missile launcher accepts concussion missiles.
262,wpn_launcher_concussion_mk2,Equipment Certification Level: 5

This missile launcher accepts concussion missiles.
263,wpn_launcher_concussion_mk3,Equipment Certification Level: 8

This missile launcher accepts concussion missiles.
264,wpn_launcher_imagerec,This missile launcher accepts Image-Rec missiles.
265,wpn_launcher_imagerec_mk1,Equipment Certification Level: 4

This missile launcher accepts Image-Rec missiles.
266,wpn_launcher_imagerec_mk2,Equipment Certification Level: 8

This missile launcher accepts Image-Rec missiles.
267,wpn_launcher_proton,This missile launcher accepts proton missiles.
268,wpn_launcher_proton_mk1,Equipment Certification Level: 1

This missile launcher accepts proton missiles.
269,wpn_launcher_proton_mk2,Equipment Certification Level: 3

This missile launcher accepts proton missiles.
270,wpn_launcher_proton_mk3,Equipment Certification Level: 6

This missile launcher accepts proton missiles.
271,wpn_launcher_proton_mk4,Equipment Certification Level: 9

This missile launcher accepts proton missiles.
272,wpn_launcher_seismic,This missile launcher accepts seismic missiles.
273,wpn_launcher_seismic_mk1,Equipment Certification Level: 3

This missile launcher accepts seismic missiles.
274,wpn_launcher_seismic_mk2,Equipment Certification Level: 6

This missile launcher accepts seismic missiles.
275,wpn_launcher_seismic_mk3,Equipment Certification Level: 9

This missile launcher accepts seismic missiles.
276,wpn_launcher_spacebomb,This missile launcher accepts spacebombs.
277,wpn_launcher_spacebomb_mk1,Equipment Certification Level: 5

This missile launcher accepts spacebombs.
278,wpn_launcher_spacebomb_mk2,Equipment Certification Level: 10

This missile launcher accepts spacebombs.
279,wpn_light_blaster,"Equipment Certification Level: 1

A light starship blaster.  Blasters are effective in disabling shield projectors and generators, but are also effective against armor plating on most starships."
280,wpn_light_disruptor,"Equipment Certification Level: 1

A light starship disruptor.  Disruptor guns are most effective against armor plating and weaves on starships, and least effective against shield projectors and generators."
281,wpn_light_ioncannon,"Equipment Certification Level: 1

A light ion cannon.  Ion cannons are effective at disabling the shield projectors and generators on starships, but lack strength when trying to penetrate heavy armor plating."
282,wpn_medium_blaster,"Equipment Certification Level: 3

A mid-grade starship blaster.  Blasters are effective in disabling shield projectors and generators, but are also effective against armor plating on most starships."
283,wpn_medium_disruptor,"Equipment Certification Level: 3

A mid-grade starship disruptor.  Disruptor guns are most effective against armor plating and weaves on starships, and least effective against shield projectors and generators."
284,wpn_medium_ioncannon,"Equipment Certification Level: 3

A mid-grade ion cannon.  Ion cannons are effective at disabling the shield projectors and generators on starships, but lack strength when trying to penetrate heavy armor plating."
285,wpn_missile_launcher_mk1,This is a missile launcher.  Missile packs can be equipped into this launcher by dragging the missiles onto the launcher when it is equipped in your ship.
286,wpn_missile_launcher_mk2,This is a missile launcher.  Missile packs can be equipped into this launcher by dragging the missiles onto the launcher when it is equipped in your ship.
287,wpn_missile_launcher_mk3,This is a missile launcher.  Missile packs can be equipped into this launcher by dragging the missiles onto the launcher when it is equipped in your ship.
288,wpn_proton_missile,"A standard spec proton missile pack. This is a lightweight, small-sized missile in standard military use. It is moderately effective against shields and armor. A larger number of these missiles can be carried due to their compact size."
289,wpn_proton_missile_mk1,A pack of proton missiles.  These can be loaded into a missile launcher by dragging them onto the launcher.
290,wpn_proton_missile_mk2,A pack of proton missiles.  These can be loaded into a missile launcher by dragging them onto the launcher.
291,wpn_seismic_missile,"A pack of seismic armor piercing missiles. Seismic missiles, also called ""shakers"", are designed to penetrate the upper layers of a target's armor plating. The missile then shatters into a high frequency pulse-blast that buckles the remaining armor. These missiles are highly effective against armor, but have a hard time penetrating energy shields."
292,wpn_seismic_missile_mk1,A pack of seismic missiles.  These can be loaded into a missile launcher by dragging them onto the launcher.
293,wpn_seismic_missile_mk2,A pack of seismic missiles.  These can be loaded into a missile launcher by dragging them onto the launcher.
294,wpn_spacebomb_missile_mk1,"A pack of high-yield spacebombs. These missiles are bulky and ponderous. They move toward a target slowly and can only track for a limited amount of time. Due to its slow rate of speed, spacebombs are particularly vulnerable to countermeasure and point defense systems. If the spacebomb survives to reach the target, it packs a wicked punch. Spacebombs are usually deployed against capital ships, undefended hard targets, and targets that aren't carrying countermeasures."
295,xwing_body,A wingless body of an X-Wing starfighter.  This needs wings and a cockpit to be considered a complete chassis.
296,xwing_booster_1,A Mark I booster designed for an X-Wing starfighter. 
297,xwing_booster_2,A Mark II booster designed for an X-Wing starfighter.
298,xwing_chassis_token,"X-Wing 
Incom Corporation T-65 X-Wing Space Superiority Fighter 
The X-wing is among the most advanced single-pilot starfighter ever produced. The starfighter receives its name from its double-layered wings, which separate into an ""X"" formation during combat to increase the craft's field of fire. Each wing is armed with a high-powered laser cannon and accurate proton torpedo launchers. Although the X-wing is designed for just one pilot and no passengers, the X-wing jockey is never truly alone thanks to the astromech socket located behind the cockpit. One of the X-wing's greatest assets is its durability: the fighter's reinforced titanium alloy hull, deflector shield projectors, and transparisteel canopy ensure that it can withstand several hits without suffering serious damage. The X-wing's history is nearly as important as its capabilities. Designed by Incom Corporation in the early days of the Empire, the X-wing schematics found their way into Rebel hands when several Incom engineers defected to the Alliance. The Rebels began producing the X-wings in modest numbers and the vehicle has quickly become one the most important weapons in the Alliance arsenal."
299,xwing_cockpit,A cockpit for an X-Wing starfighter.
300,xwing_custom_kit,A paint kit used to change the coloration of many starfighters.  

RESTRICTIONS:  Imperial ships may not be colorized.
301,xwing_wing_l,A disassembled left wing for a X-Wing starfighter.
302,xwing_wing_r,A disassembled right wing for an X-Wing starfighter.
303,ykl37r_chassis_token,"Gallofree YKL-37R Nova Courier
The Nova Courier follows the pattern well-established by Corellian Engineering Corporation's 'YT' series of transports. Although the larger freighters such as the Medium Transport are built to ply the shipping lanes which are patrolled and relatively free of obstructions, and make their profits on the idea of efficiency of scale, the smaller transports profit off of the special services they offer. They are smaller, more maneuverable vessels equipped for carrying smaller cargos through safe and hazardous space, and they possess a nominal ability to defend themselves. Intended to be crewed by just a handful, almost all systems are made to be accessible and maintainable by a small crew with light tools. In the hands of Rebellion pilots, the Nova Couriers have developed a reputation for being adept at ducking into asteroid belts to avoid pursuers, fighting off individual TIE patrol ships, and generally becoming masters of smuggling weapons, information, and personnel past Imperial blockades."
304,yt1300_chassis_token,"YT-1300 
Corellian Engineering Corporation YT-1300 Transport 
A stock light freighter, the YT-1300 is an adaptable, all-purpose, cargo transport built on a modular design. Off the assembly line, a YT-1300 is a fairly standard vessel, with rudimentary engine, communications, and life-support systems. However, the vessel's appeal is the fact that it can be upgraded with great ease. In fact, Corellian Engineering Corporation has earned a small fortune selling conversion kits. The most popular modification is an enhanced hyperdrive package, although many pilots also outfit the craft with military-grade weapons, long-range sensor suites, and powerful deflector shields. Han Solo's Millennium Falcon is the most infamous (and most heavily-modified) YT-1300 in existence.
"
305,ywing_chassis_token,"Koensayr BTL-S3 Y-Wing Attack Starfighter 
Prior to the advent of the X-wing, the Y-wing served as the Rebel Alliance's primary attack starfighter. The snub fighter, characterized by its triangular cockpit and two long engine pylons was considered outdated by the time of the Battle of Yavin, but its durability and heavy-firepower has ensured it a place in Alliance fleet. While the Alliance relies on the Y-wing for everything from escort duty to reconnaissance, the starfighter was originally designed for close-quarters combat with space stations and large starships. Light bombing runs and surgical strikes are also part of the Y-wing's mission profile. The starfighter's modular weapons emplacements allow it to be upgraded easily, yet another reason for its continued success. While the Rebel Alliance maintains the largest fleet of active Y-wings, the starfighters are also in heavy use by criminal organizations, mercenary groups, pirates, and privateers.

The Y-Wing can accomodate a second person in the gunner position.  You must launch while grouped with a friend to take advantage of this feature."
306,ywing_longprobe_chassis_token,"Koensayr BTL-A4 Y-Wing (LP) LongProbeAttack Starfighter 
Prior to the advent of the X-wing, the Y-wing served as the Rebel Alliance's primary attack starfighter. The snub fighter, characterized by its triangular cockpit and two long engine pylons was considered outdated by the time of the Battle of Yavin, but its durability and heavy-firepower has ensured it a place in Alliance fleet. While the Alliance relies on the Y-wing for everything from escort duty to reconnaissance, the starfighter was originally designed for close-quarters combat with space stations and large starships. Light bombing runs and surgical strikes are also part of the Y-wing's mission profile. The starfighter's modular weapons emplacements allow it to be upgraded easily, yet another reason for its continued success. While the Rebel Alliance maintains the largest fleet of active Y-wings, the starfighters are also in heavy use by criminal organizations, mercenary groups, pirates, and privateers."
307,z95_body,A wingless body of a Z-95 Headhunter.  This needs wings and a cockpit to be considered a complete chassis.
308,z95_chassis_token,"Incom/Subpro Z-95-AF4 Headhunter 
One of the oldest starfighters still in use, the Headhunter predates the Battle of Yavin by several decades and has experienced several revivals since its first appearance. The starfighter's longevity is based on its legendary resilience and it still remains an attractive option to mercenaries and security personnel throughout the galaxy. The starfighter is identified by a pair of fixed wings equipped equipped with rear-mounted maneuvering jets. Easy to modify, the Headhunter can support a wide range of laser cannons and missile-launcher, placing it on par with the Y-wing in terms of sheer destructive capability. The Rebel Alliance has even been known to convert Headhunters for short-range bombing runs. The Rebels also use Headhunters for training missions because the vehicle's controls are nearly identical to those of the X-wing and Y-wing. "
309,z95_cockpit,A cockpit for a Z-95 Headhunter.
310,z95_wing_l,A disassembled left wing for a Z-95 Headhunter.
311,z95_wing_r,A disassembled right wing for a Z-95 Headhunter.
